"priority_rank","ignore_rank","warehouse","category","priority_score","completed_stays","historical_long_stays","historical_long_stay_rate_pct","open_stays","open_long_stays","open_long_stay_rate_pct","max_open_dwell_hours"
NULL,1,"srt/adj, surat, gujarat","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"srt/ktg, surat, gujarat","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ss kirana store patiala","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"star stationary mumbai","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"stcnuranimdh_nur palakkad","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"subaida home kalpetta","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sudam mallick berhampur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sudhar, sudhar, punjab","Ignore",0.00,0,0,0.00,1,0,0.00,18.57
NULL,1,"sudhir majanu store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sudhirkumar rami himatnagar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sufdar jung (sjex)","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"sugunan home thrissur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"suhnathub_baw","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sujanpuramdh_sjn khargapur","Ignore",0.00,0,0,0.00,1,0,0.00,14.27
NULL,1,"sukamdh_hwi nainital","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sukmahub_suk jashpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sukuliaparamdh_tng udalguri","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sulliahub_sul sullia","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sullurpeta","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sullurpetahub_slp naidupeta","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sulluru, andhra pradesh, in","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sultan chhindwara","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sultanbatheryhub_sbe mutil","Ignore",0.00,3,0,0.00,1,0,0.00,14.24
NULL,1,"sultanpur","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"sultanpur lodhi, sultanpur lodhi, punjab","Ignore",0.00,0,0,0.00,2,0,0.00,16.04
NULL,1,"sultanpur, sultanpur, uttar pradesh","Ignore",0.00,0,0,0.00,1,0,0.00,15.26
NULL,1,"sultanpurhub_stp sultanpur","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sulurhub_cjb coimbatore","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"suman home pathankot","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"suman store new delhi","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sumit das alipurduar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sumit laundry aurangabad","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sunam","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sundargarh","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sundargarhhub_sdg sundargarh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sunder nagar","Ignore",0.00,1,0,0.00,1,0,0.00,31.81
NULL,1,"sunder nagar hp, sunder nagar, himachal pradesh","Ignore",0.00,0,0,0.00,1,0,0.00,14.50
NULL,1,"sunil kumar karnal","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sunimdh_shm sunni","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sunita fernandes sanguem","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sunkadakattehub_blr bengaluru","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sunni","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sunny store new delhi","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sunny telcom hassmat ghaziabad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"supa","Ignore",0.00,0,0,0.00,1,0,0.00,16.13
NULL,1,"supaul","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"supaul, supaul, bihar","Ignore",0.00,0,0,0.00,2,0,0.00,20.26
NULL,1,"supaulhub_sou supaul","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"super auto  garage and washing center kalamb","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"suradahub_srd chatrapur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"suraj delivery  work faridabad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"suraj general store belgaum","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"surajpurnoidahub_del","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"surajpurnoidahub_del noida","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"surat - sur","Ignore",0.00,3,0,0.00,5,0,0.00,19.97
NULL,1,"surat air hub","Ignore",0.00,1344,0,0.00,96,0,0.00,32.95
NULL,1,"surat hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"surat hub surat","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"surat sort facility surat","Ignore",0.00,196,0,0.00,0,0,0.00,0.00
NULL,1,"surat, gujarat, in","Ignore",0.00,7,0,0.00,1,0,0.00,20.16
NULL,1,"surat/srt, surat, gujarat","Ignore",0.00,0,0,0.00,1,0,0.00,16.04
NULL,1,"suratgarh","Ignore",0.00,2,0,0.00,2,0,0.00,25.68
NULL,1,"surender kumar raisinghnagar","Ignore",0.00,2,0,0.00,1,0,0.00,14.24
NULL,1,"surendra genral store lucknow","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"surendranagar","Ignore",0.00,7,0,0.00,1,0,0.00,14.22
NULL,1,"surendranagarhub_sdr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"surendranagarhub_sdr surendranagar","Ignore",0.00,4,0,0.00,1,0,0.00,16.99
NULL,1,"suresh kirana gandhinagar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"surinder singh karnal","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"surjeet store new delhi","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"surojit barman sonari","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"suruchi store dehradun","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"suryapethub_spt suryapet","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"susanta nath cuttack","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sushil auto service rohtak","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"suvankar chowdhury alipore","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"swamy store rajahmundry","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"swati kagda nallasopara","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"swati kirana store fatehpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sxr/hdp, srinagar, jammu and kashmir","Ignore",0.00,0,0,0.00,1,0,0.00,15.43
NULL,1,"t.sampath kirana warangal","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tadahub_tda","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tadahub_tda sullurpeta","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tadepalligudem","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"tadepalligudemhub_tpg tadepalligudem","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"tadipatri","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tadonghub_tad gangtok","Ignore",0.00,0,0,0.00,1,0,0.00,16.06
NULL,1,"tahliwalmdh_thl una","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tajganjhub_agr","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"tajganjhub_agr agra","Ignore",0.00,11,0,0.00,2,0,0.00,15.20
NULL,1,"tajmeel home erode","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"takhatgarh, takhatgarh, rajasthan","Ignore",0.00,0,0,0.00,2,0,0.00,39.39
NULL,1,"talegaon pud centre","Ignore",0.00,22,0,0.00,0,0,0.00,0.00
NULL,1,"talegaonhub_pnq talegaon","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"talere, talere, maharashtra","Ignore",0.00,11,0,0.00,0,0,0.00,0.00
NULL,1,"talwandi saboo","Ignore",0.00,0,0,0.00,1,0,0.00,15.05
NULL,1,"tambaram","Ignore",0.00,3,0,0.00,2,0,0.00,15.23
NULL,1,"tanakpurodh_tan champawa","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"tanda","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"tanda, tanda, uttar pradesh","Ignore",0.00,0,0,0.00,1,0,0.00,15.39
NULL,1,"tanishka store gautam buddha nagar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tanishka store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tanmaya behera chatrapur","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"tannu kirana rudrapur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tanuku","Ignore",0.00,2,0,0.00,3,0,0.00,24.55
NULL,1,"tanukuhub_tku","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tanukuhub_tku tanuku","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"tanvi store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tapan kumar panjim","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tapan store new delhi","Ignore",0.00,2,0,0.00,1,0,0.00,15.58
NULL,1,"tapati kunti store howrah","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"taran mobile store new delhi","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"tarantaran","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"tarapur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tarapurmdh_ame pratapgarh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tardeo hub","Ignore",0.00,8,0,0.00,0,0,0.00,0.00
NULL,1,"tardeo hub mumbai","Ignore",0.00,55,0,0.00,0,0,0.00,0.00
NULL,1,"tarikerehub_trk tarikere","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tarun kumar dehradun","Ignore",0.00,0,0,0.00,1,0,0.00,14.32
NULL,1,"tarun prakash mda kirana store moradabad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tarun store zirakpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tatl","Ignore",0.00,2,0,0.00,13,0,0.00,15.74
NULL,1,"tavar store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tavarekere","Ignore",0.00,57,0,0.00,0,0,0.00,0.00
NULL,1,"taverekerehub_blr","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"taverekerehub_blr bengaluru","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tbdamodh_tbd munirabad","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"tcr/hub-tsp, trichur, kerala","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"teachers obroi ernakulam","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tehatta","Ignore",0.00,0,0,0.00,4,0,0.00,15.08
NULL,1,"tejas enterprises karjat","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"temple city","Ignore",0.00,10,0,0.00,0,0,0.00,0.00
NULL,1,"templecityhub_ixm temple city","Ignore",0.00,11,0,0.00,0,0,0.00,0.00
NULL,1,"temptor  mens salon bangalore","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tenali","Ignore",0.00,1,0,0.00,2,0,0.00,16.75
NULL,1,"tenali, tenali, andhra pradesh","Ignore",0.00,0,0,0.00,1,0,0.00,14.88
NULL,1,"tenalihub_tnl tenali","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tendukheda, tendukheda, madhya pradesh","Ignore",0.00,0,0,0.00,1,0,0.00,32.59
NULL,1,"tenkasihub_tvl","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tenkasihub_tvl tenkasi","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"teok, teok, assam","Ignore",0.00,0,0,0.00,1,0,0.00,15.42
NULL,1,"tezpur","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"tezpur, tezpur, assam","Ignore",0.00,9,0,0.00,0,0,0.00,0.00
NULL,1,"thakurmunda","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thakurmundamdh_tkm thakurmunda","Ignore",0.00,0,0,0.00,1,0,0.00,16.10
NULL,1,"thalassery","Ignore",0.00,5,0,0.00,1,0,0.00,23.11
NULL,1,"thalasseryhub_thl","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thalasseryhub_thl thalassery","Ignore",0.00,2,0,0.00,1,0,0.00,15.29
NULL,1,"thalayolaparambu","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"thalayolaparambu, kottayam, kerala","Ignore",0.00,0,0,0.00,1,0,0.00,14.96
NULL,1,"thalayolaparambuhub_tha thalayolaparambu","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"thaliparambahub_kan kannur","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"thaltej etail office","Ignore",0.00,8,0,0.00,8,0,0.00,31.57
NULL,1,"thamarasseryhub_tey","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thane hub thane","Ignore",0.00,7,0,0.00,0,0,0.00,0.00
NULL,1,"thane, maharashtra, in","Ignore",0.00,1,0,0.00,1,0,0.00,14.76
NULL,1,"thanisandrahub_blr bengaluru","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"thanjavur","Ignore",0.00,30,0,0.00,9,0,0.00,30.14
NULL,1,"thanjavur hub","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"thanjavur hub thanjavur","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"thanjavur, tamil nadu, in","Ignore",0.00,0,0,0.00,2,0,0.00,19.45
NULL,1,"the maggie point new delhi","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"theni","Ignore",0.00,6,0,0.00,2,0,0.00,19.72
NULL,1,"theni, tamil nadu, in","Ignore",0.00,0,0,0.00,1,0,0.00,38.19
NULL,1,"thenjipalam","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"thenjipalamhub_tji","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"thenjipalamhub_tji thenjipalam","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"theogodh_teo","Ignore",0.00,0,0,0.00,1,0,0.00,46.66
NULL,1,"thimmapuramhub_vtz","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thimmapuramhub_vtz vishakhapatnam","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thiroor","Ignore",0.00,1,0,0.00,1,0,0.00,21.00
NULL,1,"thiroorhub_trr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thiruchengode","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"thiruchengodeodh_tcg","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thiruchengodeodh_tcg thiruchengode","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thirukkovilur, thirukovilur, tamil nadu","Ignore",0.00,0,0,0.00,2,0,0.00,15.16
NULL,1,"thirumangalam, thiruparankundram, tamil nadu","Ignore",0.00,0,0,0.00,1,0,0.00,14.99
NULL,1,"thirunelveli hub tirunelveli","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"thiruninravur","Ignore",0.00,2,0,0.00,2,0,0.00,14.98
NULL,1,"thiruthuraipoondi","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"thiruthuraipoondiodh_tpd thiruthuraipoondi","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"thiruvaiyaruhub_tvu thanjavur","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"thiruvalla","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"thiruvallur","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"thiruvallur hub thiruvallur","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"thiruvananthapuram","Ignore",0.00,0,0,0.00,2,0,0.00,40.07
NULL,1,"thiruvananthapuram, kerala, in","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thiruvanmiyur","Ignore",0.00,2,0,0.00,1,0,0.00,14.62
NULL,1,"thiruvarur","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"thiruverkadu sfc pud","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thiruverumbur","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"thiruverumbur hub","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"thiruverumbur hub trichy","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"thittakudihub_thk cuddalore","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thizamamdh_khm kohima","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thn/rbd-tml, thane, maharashtra","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thodupuzha","Ignore",0.00,13,0,0.00,0,0,0.00,0.00
NULL,1,"thodupuzha hub","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"thodupuzha hub thodupuzha","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"thokala balavenkataiah kirana nandyal","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thokottuhub_ixe","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thokottuhub_ixe mangalore","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thorrur","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"thorrur, telangana, in","Ignore",0.00,0,0,0.00,1,0,0.00,15.45
NULL,1,"thriprayar","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"thriprayarhub_trp","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thriprayarhub_trp thriprayar","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"thrissiva flowers thrissur","Ignore",0.00,1,0,0.00,1,0,0.00,14.41
NULL,1,"thrissur","Ignore",0.00,14,0,0.00,0,0,0.00,0.00
NULL,1,"thrissur, kerala, in","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"thuravoor","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"tiger store new delhi","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"tihidihub_bhc bhadrak","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tijara, tijara, rajasthan","Ignore",0.00,0,0,0.00,1,0,0.00,14.77
NULL,1,"tikamgarh","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"tilak store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tildamdh_tld bhatapara","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tindivanam","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"tindivanamhub_tin tindivanam","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"tinsukia","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tinsukia, tinsukia, assam","Ignore",0.00,3,0,0.00,1,0,0.00,15.57
NULL,1,"tinsukiahub_tsk tinsukia","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tirora","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tirorahub_tra tirora","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tiruchirapalli city","Ignore",0.00,1,0,0.00,1,0,0.00,14.48
NULL,1,"tiruchirappalli","Ignore",0.00,1,0,0.00,1,0,0.00,26.99
NULL,1,"tirumangalam","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tirunelveli hub","Ignore",0.00,27,0,0.00,2,0,0.00,18.65
NULL,1,"tirunelveli/west-tml, tirunelveli, tamil nadu","Ignore",0.00,0,0,0.00,1,0,0.00,14.53
NULL,1,"tiruparapumdh_mtm kanyakumari","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tirupathi, andhra pradesh, in","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tirupati","Ignore",0.00,9,0,0.00,0,0,0.00,0.00
NULL,1,"tirupati office","Ignore",0.00,10,0,0.00,3,0,0.00,19.32
NULL,1,"tirupatturhub_tat tiruppattur","Ignore",0.00,3,0,0.00,1,0,0.00,15.79
NULL,1,"tiruporur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tiruppattur","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"tiruppur, tamil nadu, in","Ignore",0.00,0,0,0.00,1,0,0.00,18.90
NULL,1,"tirupur","Ignore",0.00,26,0,0.00,0,0,0.00,0.00
NULL,1,"tirupur apx/sfc pud centr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tirupur hub tirupur","Ignore",0.00,8,0,0.00,0,0,0.00,0.00
NULL,1,"tirupur paladam road","Ignore",0.00,1,0,0.00,2,0,0.00,15.95
NULL,1,"tirupurnorthhub_tpr","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"tirupurnorthhub_tpr tirupur","Ignore",0.00,11,0,0.00,0,0,0.00,0.00
NULL,1,"tirur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tiruvalla","Ignore",0.00,5,0,0.00,1,0,0.00,23.86
NULL,1,"tiruvalla hub tiruvalla","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"tiruvallur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tiruvallur, tiruvallur, tamil nadu","Ignore",0.00,4,0,0.00,2,0,0.00,15.69
NULL,1,"tiruvannamalai","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"tiruvannamalaihub_tnn","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tiruvannamalaihub_tnn tiruvannamalai","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"tiruvuru","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"titilagarh, titlagarh, orissa","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"titwala (mumbai)","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"titwala1, titwala, maharashtra","Ignore",0.00,0,0,0.00,1,0,0.00,14.86
NULL,1,"titwalahub_twl","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"titwalahub_twl titwala (mumbai)","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"tiwari store varanasi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"tnagar service centre","Ignore",0.00,5,0,0.00,4,0,0.00,16.68
NULL,1,"tohana","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"tolichowki","Ignore",0.00,1,0,0.00,2,0,0.00,16.05
NULL,1,"tonk","Ignore",0.00,0,0,0.00,1,0,0.00,14.88
NULL,1,"topsiahub_kol","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"topsiahub_kol kolkata","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"toranagalluhub_tgl bellary","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"totu, shimla, himachal pradesh","Ignore",0.00,27,0,0.00,2,0,0.00,19.20
NULL,1,"town etail centre","Ignore",0.00,2,0,0.00,1,0,0.00,15.50
NULL,1,"tpnagarhub_ald allahabad","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"tpt/hub, tirupati, andhra pradesh","Ignore",0.00,34,0,0.00,0,0,0.00,0.00
NULL,1,"tpt/mrpl, tirupati, andhra pradesh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"trambak bhimraoji thakre pulgaon","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"transport nagar","Ignore",0.00,2,0,0.00,7,0,0.00,29.63
NULL,1,"transport nagar hub lucknow","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"transport nagar lucknow (lckt)","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"trichur mini hub","Ignore",0.00,81,0,0.00,8,0,0.00,18.83
NULL,1,"trichur service centre","Ignore",0.00,0,0,0.00,2,0,0.00,14.53
NULL,1,"trichur, trichur, kerala","Ignore",0.00,23,0,0.00,0,0,0.00,0.00
NULL,1,"trichy","Ignore",0.00,16,0,0.00,1,0,0.00,28.91
NULL,1,"trichy hub","Ignore",0.00,113,0,0.00,7,0,0.00,23.90
NULL,1,"trichy hub trichy","Ignore",0.00,7,0,0.00,0,0,0.00,0.00
NULL,1,"trichy, trichy, tamil nadu","Ignore",0.00,19,0,0.00,1,0,0.00,18.69
NULL,1,"trimulgherry","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"trimulgherry hub","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"trimulgherry hub hyderabad","Ignore",0.00,7,0,0.00,0,0,0.00,0.00
NULL,1,"trimurtinagar hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"trimurtinagar hub nagpur","Ignore",0.00,16,0,0.00,2,0,0.00,14.58
NULL,1,"tripunithurahub_trt","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"tripunithurahub_trt cochin","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"trisshur","Ignore",0.00,8,0,0.00,1,0,0.00,23.67
NULL,1,"trissur hub","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"trissur hub thrissur","Ignore",0.00,7,0,0.00,0,0,0.00,0.00
NULL,1,"trivandrum","Ignore",0.00,55,0,0.00,7,0,0.00,24.78
